has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,source_url,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.194621,,,"Francis Girls Sr. Sec. School, 17, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602166/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,6-Other State Govt. Managed,1 To 12,2-Girls,2-Urban,"Francis Girls Sr. Sec. School,17, Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602166/12,2025-08-10T13:04:27.141318,2-Urban,1,12,1886,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,919,0,919,N/A,19,0,19,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.237268,,,"G.D Salwan Public School, Old Rajinder Nagar New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605316/12,Central,Doe Zone-28,2025-26,,9-Private Unaided (Recognized),- To -,N/A,2-Urban,"G.D Salwan Public School,Old Rajinder Nagar New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1605316/12,2025-08-10T13:04:34.946117,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.277560,,,"G D Soni DAV Sr. Sec. School, Pusa Road, New Delhi.",https://kys.udiseplus.gov.in/#/schooldetail/1603017/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,6-Other State Govt. Managed,6 To 12,1-Boys,2-Urban,"G D Soni DAV Sr. Sec. School,Pusa Road, New Delhi.",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603017/12,2025-08-10T13:04:42.885478,2-Urban,6,12,1952,4-Other State Govt. Managed,6-Aided,1-CBSE,1-CBSE,74,74,0,N/A,11,4,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.312814,,,Government Lady Noyce Sr. Sec. Special School (Co-ed) for the Hearing Impaired,https://kys.udiseplus.gov.in/#/schooldetail/1605169/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Lady Noyce Sr. Sec. School for the Deaf,Behind Ferozshah Kotla Ground, Delhi Gate, Delhi",110003,https://kys.udiseplus.gov.in/#/schooldetail/1605169/12,2025-08-10T13:04:50.799292,2-Urban,1,12,1931,1-Department of Education,1-Government,1-CBSE,1-CBSE,455,299,156,N/A,29,10,19,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.348117,,,"Govt. Boys Middle School (Urdu Medium), Gali Bansi Koyle Wali, Ajmeri Gate, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602159/12,Central,Doe Zone-27,2025-26,4-Upper Primary only,1-Department of Education,6 To 8,1-Boys,2-Urban,"Govt. Boys Middle School (Urdu Medium),Gali Bansi Koyle Wali, Ajmeri Gate, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602159/12,2025-08-10T13:04:58.749740,2-Urban,6,8,1989,1-Department of Education,1-Government,NA,NA,130,130,0,N/A,11,7,4,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.388078,,,"Govt. Boys Sr. Sec. School, 22-B, Dev Nagar New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605698/12,Central,Doe Zone-28,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,22-B, Dev Nagar New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1605698/12,2025-08-10T13:05:06.660893,2-Urban,6,10,1950,1-Department of Education,1-Government,1-CBSE,NA,367,367,0,N/A,17,14,3,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.421711,,,"Govt. Boys Sr. Sec. School, Bela Road, Darya Ganj (Behind Kasturba Gandhi Hospital) New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605150/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,Bela Road, Darya Ganj (Behind Kasturba Gandhi Hospital) New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1605150/12,2025-08-10T13:05:14.786500,2-Urban,6,12,1960,1-Department of Education,1-Government,1-CBSE,1-CBSE,332,332,0,N/A,25,19,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.455909,,,"Govt. Boys Sr. Sec. School, Mata Sundri Road, Opp Govt. Press, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602146/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,Mata Sundri Road, Opp Govt. Press, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602146/12,2025-08-10T13:05:22.543384,2-Urban,6,12,1956,1-Department of Education,1-Government,1-CBSE,1-CBSE,332,332,0,N/A,22,19,3,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.490022,,,"Govt. Boys Sr. Sec. School No.2, Jama Masjid, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602147/12,Central,Doe Zone-27,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,1-Boys,2-Urban,"Govt. Boys Sec. School No.2,Jama Masjid, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602147/12,2025-08-10T13:05:30.506927,2-Urban,6,10,1979,1-Department of Education,1-Government,1-CBSE,NA,177,177,0,N/A,11,10,1,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.527832,,,"Govt. Boys Sr. Sec. School, Ramjas Lane, Karol Bagh, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605308/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,Ramjas Lane, Karol Bagh, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1605308/12,2025-08-10T13:05:38.363946,2-Urban,6,12,1956,1-Department of Education,1-Government,1-CBSE,1-CBSE,1146,1146,0,N/A,42,34,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.560810,,,"Govt. Boys Sr. Sec. School, Tank Road, Dev Nagar, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602192/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,1-Boys,2-Urban,"Govt. Boys Sr. Sec. School,Tank Road, Dev Nagar, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1602192/12,2025-08-10T13:05:46.172386,2-Urban,6,12,1960,1-Department of Education,1-Government,1-CBSE,1-CBSE,776,776,0,N/A,30,25,5,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.596064,,,"Govt. Co-ed. Middle School, Firozshah Kotla, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602160/12,Central,Doe Zone-27,2025-26,,1-Department of Education,- To -,N/A,2-Urban,"Govt. Co-ed. Middle School,Firozshah Kotla, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602160/12,2025-08-10T13:05:53.945696,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.628127,,,"Govt. Girls Sec. School, Lambi Gali, Hauz Qazi Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605154/12,Central,Doe Zone-27,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,2-Girls,2-Urban,"Govt. Girls Sec. School,Lambi Gali, Hauz Qazi Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1605154/12,2025-08-10T13:06:01.862528,2-Urban,6,10,1991,1-Department of Education,1-Government,1-CBSE,NA,267,0,267,N/A,14,1,13,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.668880,,,"Govt. Girls Sr. Sec. School, Bela Road, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605153/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School,Bela Road, Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1605153/12,2025-08-10T13:06:09.826147,2-Urban,6,12,1960,1-Department of Education,1-Government,1-CBSE,1-CBSE,384,0,384,N/A,25,2,23,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.705572,,,"Govt. Girls Sr. Sec. School, East Park Road, Karol Bagh New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603009/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sec. School,East Park Road, Karol Bagh New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603009/12,2025-08-10T13:06:17.672711,2-Urban,6,12,1962,1-Department of Education,1-Government,1-CBSE,1-CBSE,600,0,600,N/A,28,1,27,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.745273,,,"Govt. Girls Sr. Sec. School,Kala Mahal, Pataudi Hosue, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602156/12,Central,Doe Zone-27,2025-26,,0-Not Available,- To -,N/A,2-Urban,"Govt. Girls Sr. Sec. School,Kala Mahal, Pataudi Hosue, Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602156/12,2025-08-10T13:06:25.542748,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.777498,,,"Govt. Girls Sr. Sec. School, New Rohtak Road New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603008/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School,New Rohtak Road New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603008/12,2025-08-10T13:06:33.588408,2-Urban,6,12,1957,1-Department of Education,1-Government,1-CBSE,1-CBSE,614,0,614,N/A,32,2,30,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.812589,,,"Govt. Girls Sr. Sec. School No.1, Ram Nagar, Pahar Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602152/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School No.1,Ram Nagar, Pahar Ganj, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1602152/12,2025-08-10T13:06:41.672364,2-Urban,6,12,1951,1-Department of Education,1-Government,1-CBSE,1-CBSE,715,0,715,N/A,37,3,34,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.845527,,,"Govt. Girls Sr. Sec. School, Pahar Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603007/12,Central,Doe Zone-28,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School,Pahar Ganj, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1603007/12,2025-08-10T13:06:49.497894,2-Urban,6,12,1949,1-Department of Education,1-Government,1-CBSE,1-CBSE,715,0,715,N/A,33,0,33,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.878138,,,"Govt. Girls Sr. Sec. School, Panama Building, Jama Masjid, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602153/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School,Panama Building, Jama Masjid, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602153/12,2025-08-10T13:06:57.396505,2-Urban,6,12,1960,1-Department of Education,1-Government,1-CBSE,1-CBSE,325,0,325,N/A,20,0,20,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.911421,,,"Govt. Girls Sr. Sec. School, Sita Ram Bazar, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602163/12,Central,Doe Zone-27,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,2-Girls,2-Urban,"B. D. Arya Girls Sr. Sec. School,1470, Gali Arya Samaj, Sita Ram Bazar, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602163/12,2025-08-10T13:07:05.246935,2-Urban,6,12,1959,1-Department of Education,1-Government,1-CBSE,1-CBSE,175,0,175,N/A,14,0,14,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.949696,,,"Govt. Sarvodaya Bal Vidyalaya (Asharfi Devi), Plot No. 6, Jhandewalan, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602191/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Bal Vidyalaya (Asharfi Devi),Plot No. 6, Jhandewalan, New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1602191/12,2025-08-10T13:07:13.038534,2-Urban,1,12,1963,1-Department of Education,1-Government,1-CBSE,1-CBSE,691,639,52,N/A,38,28,10,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:18.982252,,,"Govt. Sarvodaya Bal Vidyalaya No.1 (Urdu Medium), Jama Masjid, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602143/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,1-Boys,2-Urban,"Govt. Sarvodaya Bal Vidyalaya No.1 (Urdu Medium),Jama Masjid, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602143/12,2025-08-10T13:07:20.947109,2-Urban,1,12,1980,1-Department of Education,1-Government,1-CBSE,1-CBSE,814,814,0,N/A,42,36,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.013852,,,"Govt. Sarvodaya Bal Vidyalaya, Pahar Ganj, Kaseru Walan, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602190/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,1-Boys,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Pahar Ganj, Kaseru Walan, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1602190/12,2025-08-10T13:07:28.731792,2-Urban,1,12,1938,1-Department of Education,1-Government,1-CBSE,1-CBSE,848,848,0,N/A,34,26,8,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.045512,,,"Govt. Sarvodaya Bal Vidyalaya, Pataudi House, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602144/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Pataudi House, Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602144/12,2025-08-10T13:07:36.604796,2-Urban,1,12,1976,1-Department of Education,1-Government,1-CBSE,1-CBSE,632,560,72,N/A,37,31,6,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.078903,,,"Govt. Sarvodaya Bal Vidyalaya, Rani Jhansi Road (Near P.S.Paharganj) New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603003/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,1-Boys,2-Urban,"Govt. Sarvodaya Bal Vidyalaya,Rani Jhansi Road (Near P.S.Paharganj) New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1603003/12,2025-08-10T13:07:44.397308,2-Urban,1,12,1957,1-Department of Education,1-Government,1-CBSE,1-CBSE,867,867,0,N/A,42,28,14,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.111177,,,"Govt. Sarvodaya Bal Vidyalaya, Zeenat Mahal, Kamla Market, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602145/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Boys Sr. Sec. School,Zeenat Mahal, Kamla Market, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602145/12,2025-08-10T13:07:52.328527,2-Urban,1,12,1964,1-Department of Education,1-Government,1-CBSE,1-CBSE,533,510,23,N/A,29,22,7,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.143100,,,"Govt. Sarvodaya Kanya Vidyalaya (Baba Ramdev), Prasad Nagar New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603006/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya (Baba Ramdev),Prasad Nagar New Delhi",110005,https://kys.udiseplus.gov.in/#/schooldetail/1603006/12,2025-08-10T13:08:00.466430,2-Urban,1,12,1978,1-Department of Education,1-Government,1-CBSE,1-CBSE,1144,0,1144,N/A,47,0,47,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.175729,,,"Govt. Sarvodaya Kanya Vidyalaya (Bulbuli Khana), Asaf Ali Road, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605152/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya (Bulbuli Khana),Asaf Ali Road, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1605152/12,2025-08-10T13:08:08.505643,2-Urban,1,12,1925,1-Department of Education,1-Government,1-CBSE,1-CBSE,861,0,861,N/A,42,2,40,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.212509,,,"Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602150/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Dayanand Road, Darya Ganj, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602150/12,2025-08-10T13:08:16.424826,2-Urban,1,12,1918,1-Department of Education,1-Government,1-CBSE,1-CBSE,912,117,795,N/A,41,1,40,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.250725,,,"Govt. Sarvodaya Kanya Vidyalaya, Mata Sundri Road, 23, Rouse Avenue, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602149/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Mata Sundri Road, 23, Rouse Avenue, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602149/12,2025-08-10T13:08:24.539792,2-Urban,1,12,1956,1-Department of Education,1-Government,1-CBSE,1-CBSE,885,151,734,N/A,35,0,35,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.283749,,,"Govt. Sarvodaya Kanya Vidyalaya No.1 (Hindi Medium), Jama Masjid, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602154/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.1 (Hindi Medium),Jama Masjid, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602154/12,2025-08-10T13:08:32.487142,2-Urban,1,12,1945,1-Department of Education,1-Government,1-CBSE,1-CBSE,792,0,792,N/A,39,2,37,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.315724,,,"Govt. Sarvodaya Kanya Vidyalaya No.1, Zeenat Mahal, Kamla Market, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602148/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.1,Zeenat Mahal, Kamla Market, New Delhi",110002,https://kys.udiseplus.gov.in/#/schooldetail/1602148/12,2025-08-10T13:08:40.505303,2-Urban,1,12,1964,1-Department of Education,1-Government,1-CBSE,1-CBSE,837,176,661,N/A,31,3,28,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.348611,,,"Govt. Sarvodaya Kanya Vidyalaya No.2, Jama Masjid, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602151/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.2,Jama Masjid, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602151/12,2025-08-10T13:08:48.387425,2-Urban,1,12,1945,1-Department of Education,1-Government,1-CBSE,1-CBSE,828,0,828,N/A,30,1,29,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.381237,,,"Govt. Sarvodaya Kanya Vidyalaya No.2, Zeenat Mahal, Lal Kuan, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602212/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya No.2,Zeenat Mahal, Lal Kuan, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602212/12,2025-08-10T13:08:56.387870,2-Urban,1,12,0,1-Department of Education,1-Government,1-CBSE,1-CBSE,1057,0,1057,N/A,37,3,34,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.414329,,,"Govt. Sarvodaya Kanya Vidyalaya, Paharganj, Aram Bagh Lane, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605309/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya,Paharganj, Aram Bagh Lane, New Delhi",110055,https://kys.udiseplus.gov.in/#/schooldetail/1605309/12,2025-08-10T13:09:04.261365,2-Urban,1,12,1958,1-Department of Education,1-Government,1-CBSE,1-CBSE,901,0,901,N/A,37,2,35,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.447377,,,"Govt. Sarvodaya Kanya Vidyalaya, Pataudi House",https://kys.udiseplus.gov.in/#/schooldetail/1605151/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya, Pataudi House",110002,https://kys.udiseplus.gov.in/#/schooldetail/1605151/12,2025-08-10T13:09:12.233665,2-Urban,1,12,2022,1-Department of Education,1-Government,1-CBSE,1-CBSE,739,0,739,N/A,38,2,36,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.498375,,,"Govt. Sarvodaya Kanya Vidyalaya (Swami Dayanand), Old Rajinder Nagar, New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1603004/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Kanya Vidyalaya (Swami Dayanand),Old Rajinder Nagar, New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1603004/12,2025-08-10T13:09:20.195557,2-Urban,1,12,1960,1-Department of Education,1-Government,1-CBSE,1-CBSE,1136,47,1089,N/A,49,3,46,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.549105,,,"Govt. Sarvodaya Kanya Vidyalaya (Urdu Medium), Gali Nawab Hoharu, Chashma Building, Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1602155/12,Central,Doe Zone-27,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,2-Girls,2-Urban,"Govt. Girls Sr. Sec. School (Urdu Medium),Gali Nawab Hoharu, Ballimaran, Chashma Building, Delhi",110006,https://kys.udiseplus.gov.in/#/schooldetail/1602155/12,2025-08-10T13:09:28.179661,2-Urban,1,12,1957,1-Department of Education,1-Government,1-CBSE,1-CBSE,472,0,472,N/A,27,2,25,SUCCESS,11,2
TRUE,TRUE,DELHI,107,CENTRAL,1612,2025-08-10T12:44:19.582682,,,"Govt. Sarvodaya Vidyalaya (Rana Pratap), New Rajinder Nagar New Delhi",https://kys.udiseplus.gov.in/#/schooldetail/1605310/12,Central,Doe Zone-28,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,2-Urban,"Govt. Sarvodaya Vidyalaya (Rana Pratap),New Rajinder Nagar New Delhi",110060,https://kys.udiseplus.gov.in/#/schooldetail/1605310/12,2025-08-10T13:09:36.051550,2-Urban,1,12,1950,1-Department of Education,1-Government,1-CBSE,1-CBSE,1191,1124,67,N/A,56,29,27,SUCCESS,11,2
